,state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change,sample_id
6785,4,13,9997,88103,7,33.503833,-112.095767,WGS84,Arsenic PM2.5 LC,24 HOUR,,2016-06-02,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met OneSASS Teflon - Energy dispersive XRF,JLG SUPERSITE,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,2017-05-17,6786
6786,48,245,9,45201,6,30.036421999999998,-94.071061,WGS84,Benzene,1 HOUR,,2016-01-05,Parts per billion Carbon,None,22,92.0,1.1668180000000001,5.94,20,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,Beaumont Downtown,1086 Vermont Avenue,Texas,Jefferson,Beaumont,Beaumont-Port Arthur TX,2017-02-13,6787
6787,4,7,10,88132,1,33.6547,-111.1074,WGS84,Manganese PM2.5 LC,24 HOUR,,1996-04-06,Micrograms/cubic meter (LC),None,1,100.0,0.0019100000000000002,0.0019100000000000002,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,TONTO NM,SOUTH OF SR88,Arizona,Gila,Tonto National Monument,Payson AZ,2015-07-22,6788
6788,17,119,3007,12110,1,38.860669,-90.105851,WGS84,Cadmium (TSP) STP,24 HOUR,,1999-01-30,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,WATER PLANT,54 N. WALCOTT,Illinois,Madison,Wood River,St. Louis MO-IL,2013-06-11,6789
6789,13,85,1,43860,1,34.376317,-84.059766,WGS84,Vinyl chloride,24 HOUR,,2012-07-20,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Dawsonville Georgia Forestry Commission,GA FORESTRY COMMISSION 4500 Georgia Highway 53 East Dawsonville Georgia 30534,Georgia,Dawson,Not in a city,Atlanta-Sandy Springs-Roswell GA,2013-06-10,6790
6790,72,17,3,43802,6,18.436764,-66.58001999999999,WGS84,Dichloromethane,24 HOUR,,2006-09-14,Parts per billion Carbon,None,1,100.0,2.15,2.15,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA,CENTRO COMUNAL BARRIO TIBURONES,Puerto Rico,Barceloneta,Tiburones,San Juan-Carolina-Caguas PR,2013-06-11,6791
6791,48,141,44,45201,1,31.765684999999998,-106.45522700000001,NAD83,Benzene,1 HOUR,,1999-06-10,Parts per billion Carbon,None,22,92.0,10.085,74.73,21,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,El Paso Chamizal,800 S San Marcial Street,Texas,El Paso,El Paso,El Paso TX,2013-06-11,6792
6792,29,510,85,82128,6,38.656498,-90.198646,NAD83,Lead PM10 STP,24 HOUR,,2005-11-12,Micrograms/cubic meter (25 C),None,1,100.0,0.012,0.012,0,,113,Hi Vol Anderson IP1076 - ICP/MS,Blair Street,BLAIR STREET: 3247 Blair Street St. Louis MO 63107,Missouri,St. Louis City,St. Louis,St. Louis MO-IL,2013-06-11,6793
6793,27,53,966,43804,2,44.979440000000004,-93.26613,NAD83,Carbon tetrachloride,24 HOUR,,2012-10-12,Parts per billion Carbon,None,1,100.0,0.1,0.1,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,City of Lakes Building,309 2nd Ave. S.,Minnesota,Hennepin,Minneapolis,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-10,6794
6794,18,19,9,43829,1,38.276683,-85.763767,WGS84,12-Dichloropropane,24 HOUR,,2009-04-19,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Clarksville,201 W. Riverside Dr.-Clarksville State Park-Falls of the Ohio State Park,Indiana,Clark,Clarksville,Louisville/Jefferson County KY-IN,2015-12-16,6795
6795,48,245,19,43803,1,29.893849,-93.979262,NAD83,Chloroform,24 HOUR,,2006-04-29,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,City Service Center / PA,201 H O Mills Blvd,Texas,Jefferson,Port Arthur,Beaumont-Port Arthur TX,2013-06-11,6796
6796,12,57,1065,43804,1,27.892522999999997,-82.53842900000001,WGS84,Carbon tetrachloride,24 HOUR,,2008-09-21,Parts per billion Carbon,None,1,100.0,0.08,0.08,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,USMC Reserve Center (Gandy),5121 Gandy Blvd Tampa FL 33611,Florida,Hillsborough,Tampa,Tampa-St. Petersburg-Clearwater FL,2015-07-22,6797
6797,4,13,4003,43803,6,33.40316,-112.07533000000001,WGS84,Chloroform,24 HOUR,,2003-01-15,Parts per billion Carbon,None,1,100.0,0.08,0.08,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,SOUTH PHOENIX,33 W TAMARISK AVE PHOENIX,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,2013-06-11,6798
6798,48,141,55,43830,3,31.746775,-106.40280600000001,WGS84,trans-13-Dichloropropene,24 HOUR,,2012-10-12,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Ascarate Park SE,650 R E Thomason Loop,Texas,El Paso,El Paso,El Paso TX,2013-06-10,6799
6799,36,63,2008,43818,1,43.08218,-79.00106,WGS84,1122-Tetrachloroethane,24 HOUR,,2001-07-06,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,NIAGARA FALLS,FRONTIER AVE AT 55TH STREET,New York,Niagara,Niagara Falls,Buffalo-Cheektowaga-Niagara Falls NY,2013-06-11,6800
6800,37,67,22,43843,2,36.110693,-80.226438,WGS84,Ethylene dibromide,24 HOUR,,2008-03-13,Parts per billion Carbon,None,1,100.0,0.1,0.1,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Hattie Avenue,1300 BLK. HATTIE AVENUE,North Carolina,Forsyth,Winston-Salem,Winston-Salem NC,2013-06-10,6801
6801,48,201,6000,45201,1,29.684359999999998,-95.253598,WGS84,Benzene,1 HOUR,,2008-01-27,Parts per billion Carbon,None,21,88.0,5.957143,13.31,12,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,Cesar Chavez,4829 A  Galveston Rd,Texas,Harris,Houston,Houston-The Woodlands-Sugar Land TX,2013-06-11,6802
6802,53,9,13,88128,1,48.29786,-124.62491000000001,WGS84,Lead PM2.5 LC,24 HOUR,,2013-01-31,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,CHEEKA PEAK,LOCATED IN A TREE FARM (Cheeka Peak),Washington,Clallam,Not in a city,Port Angeles WA,2015-07-02,6803
6803,10,1,2,43818,1,38.986672,-75.5568,NAD83,1122-Tetrachloroethane,24 HOUR,,2004-10-24,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,STATE ROAD 384 KILLENS POND RD,Delaware,Kent,Not in a city,Dover DE,2013-06-11,6804
6804,20,173,8,12136,1,37.659334,-97.297714,NAD83,Nickel (TSP) STP,24 HOUR,,1991-03-07,Micrograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,90,HI-VOL - EMISSION SPECTRA ICAP,WASH & SKINNER,FIRE STA#11 G.WASHINGTONBLVD & E.SKINNE,Kansas,Sedgwick,Wichita,Wichita KS,2013-06-11,6805
6805,39,35,38,88103,6,41.477011,-81.682383,NAD83,Arsenic PM2.5 LC,24 HOUR,,2003-11-29,Micrograms/cubic meter (LC),None,1,100.0,0.003,0.003,0,,811,Met OneSASS Teflon - Energy dispersive XRF,ST. THEODO,2547 ST TIKHON,Ohio,Cuyahoga,Cleveland,Cleveland-Elyria OH,2015-07-22,6806
6806,28,81,5,43824,6,34.264917,-88.766222,WGS84,Trichloroethylene,24 HOUR,,2002-06-13,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,TUPELO AIRPORT NEAR OLD NWS OFFICE,West Jackson at Tupelo Airport,Mississippi,Lee,Tupelo,Tupelo MS,2013-06-11,6807
6807,4,19,1028,88136,5,32.29515,-110.9823,WGS84,Nickel PM2.5 LC,24 HOUR,,2011-04-03,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy Dispersive XRF,CHILDREN'S PARK NCore,400 W RIVER ROAD,Arizona,Pima,Tucson,Tucson AZ,2015-07-21,6808
6808,6,95,6,43503,3,38.0656,-122.1507,WGS84,Acetaldehyde,24 HOUR,,2008-09-21,Parts per billion Carbon,None,1,100.0,0.9985200000000001,0.9985200000000001,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,Benicia - VIP,E SECOND ST BENICIA,California,Solano,Benicia,Vallejo-Fairfield CA,2015-07-22,6809
6809,24,510,6,43843,1,39.340556,-76.582222,WGS84,Ethylene dibromide,24 HOUR,,2011-05-21,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Northeast Police,Northeast  Police Station 1900 Argonne Drive,Maryland,Baltimore (City),Baltimore,Baltimore-Columbia-Towson MD,2013-06-10,6810
6810,12,57,3002,88136,5,27.96565,-82.2304,WGS84,Nickel PM2.5 LC,24 HOUR,,2015-02-20,Micrograms/cubic meter (LC),None,1,100.0,0.001,0.001,0,,811,Met One SASS Teflon - Energy Dispersive XRF,SYDNEY,1167 N Dover Road Valrico FL 33527,Florida,Hillsborough,Valrico,Tampa-St. Petersburg-Clearwater FL,2016-07-26,6811
6811,6,1,6,43803,3,37.710229,-122.116899,NAD83,Chloroform,24 HOUR,,2004-01-22,Parts per billion Carbon,None,1,100.0,0.02,0.02,0,,153,Pressurized Canister - GC with Multiple Detectors,San Leandro,HOSPITAL-15400 FOOTHILL BLVDSAN LEANDRO,California,Alameda,Castro Valley,San Francisco-Oakland-Hayward CA,2013-06-11,6812
6812,26,153,1,88112,1,46.288877,-85.950227,WGS84,Chromium PM2.5 LC,24 HOUR,,2006-02-25,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Seney,SENEY NAT'L WILDLIFE REFUGE HCR2 BOX 1,Michigan,Schoolcraft,Not in a city,,2015-11-17,6813
6813,27,37,470,43802,1,44.738459999999996,-93.23725,WGS84,Dichloromethane,24 HOUR,,2012-08-13,Parts per billion Carbon,None,1,100.0,0.05,0.05,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Apple Valley,225 GARDEN VIEW DRIVE,Minnesota,Dakota,Apple Valley,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-10,6814
6814,35,1,23,88132,5,35.1343,-106.5852,WGS84,Manganese PM2.5 LC,24 HOUR,,2016-02-15,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy Dispersive XRF,DEL NORTE HIGH SCHOOL,4700A SAN MATEO NE,New Mexico,Bernalillo,Albuquerque,Albuquerque NM,2017-05-17,6815
6815,9,3,1003,43502,1,41.784721999999995,-72.63166700000001,WGS84,Formaldehyde,3 HOURS,,2003-08-01,Parts per billion Carbon,None,4,50.0,1.13125,1.3,15,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,McAuliffe Park,Remington Road (see coordinates),Connecticut,Hartford,East Hartford,Hartford-West Hartford-East Hartford CT,2015-07-22,6816
6816,6,43,3,88112,2,37.71325,-119.7062,WGS84,Chromium PM2.5 LC,24 HOUR,,2014-06-22,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Yosemite National Park Turtleback Dome,TURTLEBACK DOME YOSEMITE NATL' PK 95389,California,Mariposa,Not in a city,,2015-07-31,6817
6817,11,1,43,43817,1,38.921847,-77.013178,WGS84,Tetrachloroethylene,24 HOUR,,2001-11-27,Parts per billion Carbon,None,1,100.0,0.32,0.32,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,MCMILLAN  NCore-PAMS,2500 1ST STREET N.W. WASHINGTON DC,District Of Columbia,District of Columbia,Washington,Washington-Arlington-Alexandria DC-VA-MD-WV,2013-06-11,6818
6818,42,101,4,43824,3,40.008889,-75.09778,NAD83,Trichloroethylene,24 HOUR,,1997-03-29,Parts per billion Carbon,None,1,100.0,0.1,0.1,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Air Management Services Laboratory (AMS LAB),1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,2013-06-11,6819
6819,1,73,23,88110,5,33.553056,-86.815,WGS84,Cadmium PM2.5 LC,24 HOUR,,2013-04-16,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,811,Met One SASS Teflon - Energy dispersive XRF,North Birmingham,NO. B'HAMSOU R.R. 3009 28TH ST. NO.,Alabama,Jefferson,Birmingham,Birmingham-Hoover AL,2014-04-11,6820
6820,38,17,1004,88136,5,46.933754,-96.85535,WGS84,Nickel PM2.5 LC,24 HOUR,,2015-11-11,Micrograms/cubic meter (LC),None,1,100.0,0.002,0.002,0,,811,Met One SASS Teflon - Energy Dispersive XRF,FARGO NW,4266 40TH AVE NORTH,North Dakota,Cass,Not in a city,Fargo ND-MN,2016-07-26,6821
6821,48,245,4007,43218,7,29.986666999999997,-93.954167,NAD27,13-Butadiene,24 HOUR,,1990-08-27,Parts per billion Carbon,None,1,100.0,30.88,30.88,0,,101,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,,GROVES HIGH SCHOOL 1225 PORT NECHES,Texas,Jefferson,Port Neches,Beaumont-Port Arthur TX,2015-07-22,6822
6822,6,41,2,88132,1,38.123056,-122.90833300000001,NAD27,Manganese PM2.5 LC,24 HOUR,,2003-05-18,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,Point Reyes NS Ranger Station,N RANGER STATION POINT REYES NS,California,Marin,Point Reyes National Seashore,San Francisco-Oakland-Hayward CA,2015-07-22,6823
6823,20,13,9000,88128,1,39.979123,-95.568475,WGS84,Lead PM2.5 LC,24 HOUR,,2004-04-18,Micrograms/cubic meter (LC),None,1,100.0,0.0014,0.0014,0,,802,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - Proton Induced X-Ray Excitation,,Sac and Fox,Kansas,Brown,Reserve,,2015-07-22,6824
6824,13,89,3,43505,1,33.698611,-84.27260799999999,WGS84,Acrolein - Unverified,24 HOUR,,2016-09-09,Parts per billion Carbon,None,1,100.0,0.2,0.2,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,DMRC,D.M.R.C.3073 PANTHERSVILLE ROAD DECATUR GA 30034,Georgia,DeKalb,Atlanta,Atlanta-Sandy Springs-Roswell GA,2017-04-18,6825
6825,4,13,9997,43804,21,33.503833,-112.095767,WGS84,Carbon tetrachloride,24 HOUR,,2006-02-28,Parts per billion Carbon,None,1,100.0,0.124,0.124,0,,210,SS 6L Pressurized Canister - Cryogenic Precon GC/MS,JLG SUPERSITE,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,Phoenix-Mesa-Scottsdale AZ,2013-06-11,6826
6826,39,167,8,12112,1,39.431470000000004,-81.50131,NAD83,Chromium (TSP) STP,COMPOSITE DATA,,2005-10-01,Micrograms/cubic meter (25 C),None,1,100.0,0.001,0.001,0,,92,HI-VOL - ATOMIC ABSORPTION,WASHINGTON COUNTY CAREER CENTER,S.R. 676  WASHINGTON CAREER CENTER,Ohio,Washington,Marietta,Marietta OH,2013-06-11,6827
6827,13,247,1,45201,1,33.591077,-84.065294,WGS84,Benzene,1 HOUR,,1998-08-09,Parts per billion Carbon,None,21,88.0,0.0,0.0,0,,128,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,Monastery,Monastery of the Holy Spirit 2625 Georgia 212 Conyers Georgia 30094,Georgia,Rockdale,Conyers,Atlanta-Sandy Springs-Roswell GA,2013-06-11,6828
6828,27,37,441,43831,1,44.7468,-93.02611,WGS84,cis-13-Dichloropropene,24 HOUR,,2006-01-29,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,FHR 441,12555 Clayton Ave,Minnesota,Dakota,Rosemount,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,6829
6829,13,85,1,43817,1,34.376317,-84.059766,NAD83,Tetrachloroethylene,24 HOUR,,2005-10-25,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Dawsonville Georgia Forestry Commission,GA FORESTRY COMMISSION 4500 Georgia Highway 53 East Dawsonville Georgia 30534,Georgia,Dawson,Not in a city,Atlanta-Sandy Springs-Roswell GA,2013-06-11,6830
6830,50,7,7,88112,1,44.52839,-72.86884,WGS84,Chromium PM2.5 LC,24 HOUR,,2012-12-02,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,PROCTOR MAPLE RESEARCH CTR,58 HARVEY ROAD Underhill Vermont,Vermont,Chittenden,Underhill (Town of),Burlington-South Burlington VT,2015-07-10,6831
6831,48,245,17,43860,1,29.982530999999998,-93.952866,WGS84,Vinyl chloride,24 HOUR,,2008-04-24,Parts per billion Carbon,None,1,100.0,0.01,0.01,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Port Neches Avenue L,605 Avenue L,Texas,Jefferson,Port Neches,Beaumont-Port Arthur TX,2013-06-11,6832
6832,27,37,425,43815,1,44.799614,-93.07265,UNKNOWN,Ethylene dichloride,24 HOUR,,1991-09-27,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,,1911 105TH STREET EAST.,Minnesota,Dakota,Inver Grove Heights (RR name Inver Grove),Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,6833
6833,42,95,25,43843,2,40.628056,-75.341111,WGS84,Ethylene dibromide,24 HOUR,,2015-05-30,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,176,6L SUBATM SS CANISTER - ENTECH PRECONCENTRATOR GC/MS,LAT/LON POINT IS CENTER OF TRAILER,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,Allentown-Bethlehem-Easton PA-NJ,2016-01-22,6834
6834,25,25,42,45201,10,42.3295,-71.0826,WGS84,Benzene,24 HOUR,,2014-08-21,Parts per billion Carbon,None,1,100.0,1.5,1.5,0,,210,SS 6L Pressurized Canister - Cryogenic Precon GC/MS,DUDLEY SQUARE ROXBURY,HARRISON AVE,Massachusetts,Suffolk,Boston,Boston-Cambridge-Newton MA-NH,2015-03-09,6835
6835,17,163,10,12136,1,38.612034,-90.160477,WGS84,Nickel (TSP) STP,24 HOUR,,1991-02-23,Micrograms/cubic meter (25 C),None,1,100.0,0.006999999999999999,0.006999999999999999,0,,90,HI-VOL - EMISSION SPECTRA ICAP,IEPA-RAPS TRAILER,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,St. Louis MO-IL,2013-06-11,6836
6836,18,97,78,43843,1,39.811097,-86.114469,WGS84,Ethylene dibromide,24 HOUR,,2013-10-31,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Indpls- Washington Park/  in parking lot next to police station,3120 E. 30TH ST. WASHINGTON PARK,Indiana,Marion,Indianapolis (Remainder),Indianapolis-Carmel-Anderson IN,2015-03-20,6837
6837,9,5,5,88136,1,41.821342,-73.297257,WGS84,Nickel PM2.5 LC,24 HOUR,,2006-10-05,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,Mohawk Mt-Cornwall,MOHAWK MOUNTAIN ROAD (see coordinates),Connecticut,Litchfield,Cornwall,Torrington CT,2015-11-17,6838
6838,27,37,470,43503,1,44.738459999999996,-93.23725,WGS84,Acetaldehyde,24 HOUR,,2004-08-13,Parts per billion Carbon,None,1,100.0,1.5,1.5,0,,202,SILICA-DNPH-CART-KI O3 SCRUB - HPLC ULTRAVIOLET ABSORPTION,Apple Valley,225 GARDEN VIEW DRIVE,Minnesota,Dakota,Apple Valley,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,6839
6839,44,7,1010,43815,2,41.841573,-71.36077,NAD83,Ethylene dichloride,24 HOUR,,2002-04-02,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,136,Instrumental - ENTECH 2000 W/MS/FID,FRANCIS SCHOOL East Providence,FRANCIS SCHOOL 64 BOURNE AVE,Rhode Island,Providence,East Providence,Providence-Warwick RI-MA,2013-06-11,6840
6840,48,201,29,43831,2,30.039524,-95.673951,NAD83,cis-13-Dichloropropene,24 HOUR,,2002-08-12,Parts per billion Carbon,None,1,100.0,0.02,0.02,0,,175,Passivated Canister - Cryogenic Preconcentration GC/MS,Northwest Harris County,16822 Kitzman,Texas,Harris,Tomball,Houston-The Woodlands-Sugar Land TX,2013-06-11,6841
6841,6,19,4001,45201,1,36.59745,-119.50456899999999,NAD83,Benzene,3 HOURS,,1997-08-02,Parts per billion Carbon,None,3,38.0,1.166667,2.0,5,,123,6L PRESSURIZED CANISTER - DUAL FID - PAMS,Parlier,9240 S. RIVERBEND PARLIER 93648,California,Fresno,Parlier,Fresno CA,2013-06-11,6842
6842,6,13,6,43815,3,37.948172,-122.364852,NAD83,Ethylene dichloride,24 HOUR,,2003-10-06,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,153,Pressurized Canister - GC with Multiple Detectors,Richmond - 7th St.,1065 7TH ST. RICHMOND,California,Contra Costa,Richmond,San Francisco-Oakland-Hayward CA,2013-06-11,6843
6843,20,173,7,82112,1,37.708889,-97.37527800000001,NAD27,Chromium PM10 STP,24 HOUR,,1990-09-20,Nanograms/cubic meter (25 C),None,1,100.0,4.0,4.0,0,,105,HI-VOL-SA/GMW-1200 - EMISSION SPECTRA ICAP,13TH & ST PAUL,FIRE STA#7  ST.PAUL & WEST 13TH,Kansas,Sedgwick,Wichita,Wichita KS,2013-06-11,6844
6844,17,31,76,88136,5,41.7514,-87.713488,WGS84,Nickel PM2.5 LC,24 HOUR,,2012-05-27,Micrograms/cubic meter (LC),None,1,100.0,0.0013,0.0013,0,,811,Met One SASS Teflon - Energy Dispersive XRF,COM ED MAINTENANCE BLDG,7801 LAWNDALE,Illinois,Cook,Chicago,Chicago-Naperville-Elgin IL-IN-WI,2015-07-21,6845
6845,37,21,35,43218,1,35.57222,-82.55889,WGS84,13-Butadiene,24 HOUR,,2007-10-21,Parts per billion Carbon,None,1,100.0,0.2,0.2,0,,150,SS 6L - PRESSURIZED CANISTER  - CRYOGENIC PRECON:GC/MS,AB Tech,AB TECH COLLEGE,North Carolina,Buncombe,Asheville,Asheville NC,2013-06-11,6846
6846,2,170,11,88103,2,62.314754,-150.31790900000001,WGS84,Arsenic PM2.5 LC,24 HOUR,,2009-06-30,Micrograms/cubic meter (LC),None,1,100.0,0.0,0.0,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Trapper Creek,Alaska,Matanuska-Susitna,Trapper Creek,Anchorage AK,2015-08-11,6847
6847,27,123,21,43830,1,44.96555,-93.05684000000001,WGS84,trans-13-Dichloropropene,24 HOUR,,2005-12-24,Parts per billion Carbon,None,1,100.0,0.0,0.0,0,,113,SS-CANISTER-PRESSURIZED - CAPILLARY GC ITD MASS SPECTRO,Ross Avenue,1038 ROSS AVENUE,Minnesota,Ramsey,St. Paul,Minneapolis-St. Paul-Bloomington MN-WI,2013-06-11,6848
6848,4,5,8103,88132,1,35.140634999999996,-111.96993799999998,WGS84,Manganese PM2.5 LC,24 HOUR,,2005-09-25,Micrograms/cubic meter (LC),None,1,100.0,0.006,0.006,0,,800,IMPROVE Module A with Cyclone Inlet-Teflon Filter 2.2 sq. cm. - X-Ray Fluorescence,,Sycamore Canyon,Arizona,Coconino,Not in a city,Flagstaff AZ,2015-12-07,6849
6849,6,75,5,43505,5,37.765946,-122.39904399999999,WGS84,Acrolein - Unverified,24 HOUR,,2011-04-21,Parts per billion Carbon,None,1,100.0,2.28,2.28,0,,171,6L Pressurized Canister - Precon Saturn GC/MS,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,San Francisco-Oakland-Hayward CA,2013-06-10,6850
6850,48,167,53,43803,1,29.39,-94.919444,NAD83,Chloroform,24 HOUR,,1994-07-07,Parts per billion Carbon,None,1,100.0,0.04,0.04,0,,147,6L PRESSURIZED CANISTER - ENTECH PRECON - SATURN II GC/FID,NE OF 17TH STREET N & 5TH AVE N INTERSECTION,17TH & 5TH AVE. N. PUMPHOUSE ROOF,Texas,Galveston,Texas City,Houston-The Woodlands-Sugar Land TX,2013-06-11,6851
6851,6,85,5,43817,3,37.348496999999995,-121.894898,WGS84,Tetrachloroethylene,24 HOUR,,2011-10-06,Parts per billion Carbon,None,1,100.0,0.11,0.11,0,,153,Pressurized Canister - GC with Multiple Detectors,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,San Jose-Sunnyvale-Santa Clara CA,2013-06-10,6852
6852,6,31,4,82112,5,36.10218,-119.56695400000001,NAD83,Chromium PM10 STP,24 HOUR,,1997-05-22,Nanograms/cubic meter (25 C),None,1,100.0,3.0,3.0,0,,303,LO-VOL-DICHOTOMOUS-SA246B-IN - X-RAY FLUORESCENCE,Corcoran-Patterson,1520 PATTERSON AVE.,California,Kings,Corcoran,Hanford-Corcoran CA,2013-06-11,6853
6853,41,61,119,82105,7,45.339,-118.095206,WGS84,Beryllium PM10 STP,24 HOUR,,2011-05-09,Nanograms/cubic meter (25 C),None,1,100.0,0.0,0.0,0,,110,Hi-Vol SA/GMW1200 Quartz - ICP/MS,LA GRANDE ASH STREET,2806 N. ASH ST. LA GRANDE,Oregon,Union,La Grande,La Grande OR,2013-06-10,6854
